id_saida,id_produto,id_posicao,data,quantidade
698,P005,A-1-05,2026-02-10,5
699,P007,A-2-02,2026-02-10,9
700,P008,A-2-03,2026-02-10,2
701,P008,A-2-03,2026-02-10,3
702,P009,A-2-04,2026-02-10,6
703,P009,A-2-04,2026-02-10,7
704,P009,A-2-04,2026-02-10,9
705,P009,A-2-04,2026-02-10,1
706,P009,A-2-04,2026-02-10,7
707,P009,A-2-04,2026-02-10,8
708,P009,A-2-04,2026-02-10,3
709,P009,A-2-04,2026-02-10,4
710,P009,A-2-04,2026-02-10,6
711,P009,A-2-04,2026-02-10,7
712,P009,A-2-04,2026-02-10,4
713,P011,B-1-01,2026-02-10,8
714,P013,B-1-03,2026-02-10,2
715,P013,B-1-03,2026-02-10,5
716,P014,B-1-04,2026-02-10,3
717,P014,B-1-04,2026-02-10,6
718,P014,B-1-04,2026-02-10,6
719,P014,B-1-04,2026-02-10,2
720,P015,B-1-05,2026-02-10,8
721,P015,B-1-05,2026-02-10,6
722,P015,B-1-05,2026-02-10,4
723,P015,B-1-05,2026-02-10,5
724,P016,B-2-01,2026-02-10,9
725,P018,B-2-03,2026-02-10,7
726,P019,B-2-04,2026-02-10,8
727,P020,B-2-05,2026-02-10,9
728,P020,B-2-05,2026-02-10,5
729,P020,B-2-05,2026-02-10,4
730,P020,B-2-05,2026-02-10,6
731,P020,B-2-05,2026-02-10,6
732,P020,B-2-05,2026-02-10,2
733,P020,B-2-05,2026-02-10,8
734,P001,A-1-01,2026-02-11,6
735,P007,A-2-02,2026-02-11,9
736,P008,A-2-03,2026-02-11,7
737,P008,A-2-03,2026-02-11,4
738,P009,A-2-04,2026-02-11,6
739,P009,A-2-04,2026-02-11,6
740,P009,A-2-04,2026-02-11,5
741,P009,A-2-04,2026-02-11,4
742,P009,A-2-04,2026-02-11,1
743,P009,A-2-04,2026-02-11,6
744,P009,A-2-04,2026-02-11,2
745,P009,A-2-04,2026-02-11,3
746,P009,A-2-04,2026-02-11,8
747,P009,A-2-04,2026-02-11,6
748,P009,A-2-04,2026-02-11,3
749,P009,A-2-04,2026-02-11,7
750,P009,A-2-04,2026-02-11,4
751,P009,A-2-04,2026-02-11,9
752,P010,A-2-05,2026-02-11,2
753,P012,B-1-02,2026-02-11,6
754,P012,B-1-02,2026-02-11,1
755,P012,B-1-02,2026-02-11,4
756,P013,B-1-03,2026-02-11,6
757,P014,B-1-04,2026-02-11,4
758,P014,B-1-04,2026-02-11,4
759,P014,B-1-04,2026-02-11,2
760,P014,B-1-04,2026-02-11,6
761,P014,B-1-04,2026-02-11,2
762,P014,B-1-04,2026-02-11,7
763,P014,B-1-04,2026-02-11,3
764,P015,B-1-05,2026-02-11,9
765,P015,B-1-05,2026-02-11,2
766,P016,B-2-01,2026-02-11,7
767,P016,B-2-01,2026-02-11,3
768,P016,B-2-01,2026-02-11,9
769,P020,B-2-05,2026-02-11,4
770,P020,B-2-05,2026-02-11,4
771,P001,A-1-01,2026-02-12,4
772,P001,A-1-01,2026-02-12,4
773,P001,A-1-01,2026-02-12,6
774,P002,A-1-02,2026-02-12,4
775,P003,A-1-03,2026-02-12,6
776,P003,A-1-03,2026-02-12,7
777,P005,A-1-05,2026-02-12,2
778,P007,A-2-02,2026-02-12,5
779,P008,A-2-03,2026-02-12,7
780,P009,A-2-04,2026-02-12,2
781,P009,A-2-04,2026-02-12,5
782,P009,A-2-04,2026-02-12,5
783,P009,A-2-04,2026-02-12,2
784,P009,A-2-04,2026-02-12,5
785,P009,A-2-04,2026-02-12,4
786,P009,A-2-04,2026-02-12,1
787,P009,A-2-04,2026-02-12,3
788,P009,A-2-04,2026-02-12,1
789,P009,A-2-04,2026-02-12,5
790,P009,A-2-04,2026-02-12,4
791,P010,A-2-05,2026-02-12,4
792,P011,B-1-01,2026-02-12,2
793,P012,B-1-02,2026-02-12,4
794,P013,B-1-03,2026-02-12,1
795,P013,B-1-03,2026-02-12,8
796,P013,B-1-03,2026-02-12,9
797,P014,B-1-04,2026-02-12,8
798,P014,B-1-04,2026-02-12,5
799,P014,B-1-04,2026-02-12,7
800,P014,B-1-04,2026-02-12,2
801,P014,B-1-04,2026-02-12,8
802,P015,B-1-05,2026-02-12,8
803,P015,B-1-05,2026-02-12,3
804,P015,B-1-05,2026-02-12,5
805,P016,B-2-01,2026-02-12,9
806,P016,B-2-01,2026-02-12,7
807,P016,B-2-01,2026-02-12,1
808,P020,B-2-05,2026-02-12,5
809,P020,B-2-05,2026-02-12,5
810,P020,B-2-05,2026-02-12,6
811,P020,B-2-05,2026-02-12,8
812,P020,B-2-05,2026-02-12,6
813,P020,B-2-05,2026-02-12,1
814,P020,B-2-05,2026-02-12,8
815,P001,A-1-01,2026-02-13,2
816,P001,A-1-01,2026-02-13,3
817,P003,A-1-03,2026-02-13,2
818,P003,A-1-03,2026-02-13,5
819,P003,A-1-03,2026-02-13,4
820,P003,A-1-03,2026-02-13,8
821,P005,A-1-05,2026-02-13,2
822,P005,A-1-05,2026-02-13,1
823,P006,A-2-01,2026-02-13,9
824,P007,A-2-02,2026-02-13,9
825,P008,A-2-03,2026-02-13,4
826,P009,A-2-04,2026-02-13,1
827,P009,A-2-04,2026-02-13,8
828,P009,A-2-04,2026-02-13,5
829,P009,A-2-04,2026-02-13,3
830,P009,A-2-04,2026-02-13,7
831,P009,A-2-04,2026-02-13,7
832,P010,A-2-05,2026-02-13,8
833,P010,A-2-05,2026-02-13,8
834,P010,A-2-05,2026-02-13,7
835,P010,A-2-05,2026-02-13,7
836,P011,B-1-01,2026-02-13,6
837,P012,B-1-02,2026-02-13,2
838,P014,B-1-04,2026-02-13,6
839,P014,B-1-04,2026-02-13,5
840,P014,B-1-04,2026-02-13,1
841,P014,B-1-04,2026-02-13,8
842,P015,B-1-05,2026-02-13,7
843,P016,B-2-01,2026-02-13,8
844,P016,B-2-01,2026-02-13,1
845,P016,B-2-01,2026-02-13,5
846,P016,B-2-01,2026-02-13,3
847,P017,B-2-02,2026-02-13,2
848,P019,B-2-04,2026-02-13,2
849,P019,B-2-04,2026-02-13,9
850,P020,B-2-05,2026-02-13,9
851,P020,B-2-05,2026-02-13,2
852,P020,B-2-05,2026-02-13,5
853,P020,B-2-05,2026-02-13,9
854,P020,B-2-05,2026-02-13,4
855,P020,B-2-05,2026-02-13,3
856,P001,A-1-01,2026-02-14,4
857,P001,A-1-01,2026-02-14,4
858,P002,A-1-02,2026-02-14,5
859,P002,A-1-02,2026-02-14,6
860,P002,A-1-02,2026-02-14,8
861,P003,A-1-03,2026-02-14,4
862,P005,A-1-05,2026-02-14,7
863,P007,A-2-02,2026-02-14,7
864,P008,A-2-03,2026-02-14,8
865,P009,A-2-04,2026-02-14,1
866,P009,A-2-04,2026-02-14,3
867,P009,A-2-04,2026-02-14,6
868,P009,A-2-04,2026-02-14,8
869,P009,A-2-04,2026-02-14,6
870,P009,A-2-04,2026-02-14,5
871,P009,A-2-04,2026-02-14,4
872,P009,A-2-04,2026-02-14,3
873,P010,A-2-05,2026-02-14,7
874,P011,B-1-01,2026-02-14,4
875,P013,B-1-03,2026-02-14,1
876,P013,B-1-03,2026-02-14,1
877,P013,B-1-03,2026-02-14,6
878,P014,B-1-04,2026-02-14,5
879,P014,B-1-04,2026-02-14,9
880,P014,B-1-04,2026-02-14,4
881,P014,B-1-04,2026-02-14,2
882,P014,B-1-04,2026-02-14,3
883,P014,B-1-04,2026-02-14,1
884,P015,B-1-05,2026-02-14,3
885,P015,B-1-05,2026-02-14,3
886,P015,B-1-05,2026-02-14,5
887,P015,B-1-05,2026-02-14,5
888,P015,B-1-05,2026-02-14,4
889,P016,B-2-01,2026-02-14,4
890,P016,B-2-01,2026-02-14,7
891,P016,B-2-01,2026-02-14,7
892,P018,B-2-03,2026-02-14,6
893,P020,B-2-05,2026-02-14,5
894,P020,B-2-05,2026-02-14,8
895,P020,B-2-05,2026-02-14,6
896,P020,B-2-05,2026-02-14,7
897,P002,A-1-02,2026-02-15,6
898,P003,A-1-03,2026-02-15,9
899,P003,A-1-03,2026-02-15,4
900,P006,A-2-01,2026-02-15,4
901,P008,A-2-03,2026-02-15,2
902,P009,A-2-04,2026-02-15,8
903,P009,A-2-04,2026-02-15,7
904,P009,A-2-04,2026-02-15,5
905,P009,A-2-04,2026-02-15,8
906,P009,A-2-04,2026-02-15,9
907,P009,A-2-04,2026-02-15,5
908,P009,A-2-04,2026-02-15,5
909,P009,A-2-04,2026-02-15,2
910,P009,A-2-04,2026-02-15,5
911,P009,A-2-04,2026-02-15,3
912,P009,A-2-04,2026-02-15,7
913,P009,A-2-04,2026-02-15,5
914,P010,A-2-05,2026-02-15,9
915,P010,A-2-05,2026-02-15,1
916,P010,A-2-05,2026-02-15,2
917,P010,A-2-05,2026-02-15,5
918,P013,B-1-03,2026-02-15,2
919,P013,B-1-03,2026-02-15,9
920,P013,B-1-03,2026-02-15,7
921,P014,B-1-04,2026-02-15,2
922,P014,B-1-04,2026-02-15,6
923,P014,B-1-04,2026-02-15,9
924,P014,B-1-04,2026-02-15,2
925,P014,B-1-04,2026-02-15,2
926,P015,B-1-05,2026-02-15,8
927,P015,B-1-05,2026-02-15,6
928,P015,B-1-05,2026-02-15,3
929,P017,B-2-02,2026-02-15,7
930,P018,B-2-03,2026-02-15,4
931,P018,B-2-03,2026-02-15,6
932,P020,B-2-05,2026-02-15,9
933,P020,B-2-05,2026-02-15,8
934,P020,B-2-05,2026-02-15,1
935,P003,A-1-03,2026-02-16,6
936,P003,A-1-03,2026-02-16,7
937,P003,A-1-03,2026-02-16,4
938,P005,A-1-05,2026-02-16,5
939,P006,A-2-01,2026-02-16,8
940,P008,A-2-03,2026-02-16,8
941,P008,A-2-03,2026-02-16,2
942,P008,A-2-03,2026-02-16,4
943,P008,A-2-03,2026-02-16,6
944,P009,A-2-04,2026-02-16,3
945,P009,A-2-04,2026-02-16,3
946,P009,A-2-04,2026-02-16,2
947,P009,A-2-04,2026-02-16,8
948,P009,A-2-04,2026-02-16,6
949,P009,A-2-04,2026-02-16,1
950,P009,A-2-04,2026-02-16,1
951,P009,A-2-04,2026-02-16,7
952,P009,A-2-04,2026-02-16,8
953,P009,A-2-04,2026-02-16,5
954,P009,A-2-04,2026-02-16,5
955,P009,A-2-04,2026-02-16,4
956,P009,A-2-04,2026-02-16,6
957,P010,A-2-05,2026-02-16,7
958,P010,A-2-05,2026-02-16,1
959,P011,B-1-01,2026-02-16,2
960,P011,B-1-01,2026-02-16,4
961,P012,B-1-02,2026-02-16,5
962,P012,B-1-02,2026-02-16,9
963,P012,B-1-02,2026-02-16,3
964,P013,B-1-03,2026-02-16,5
965,P013,B-1-03,2026-02-16,3
966,P013,B-1-03,2026-02-16,9
967,P014,B-1-04,2026-02-16,2
968,P014,B-1-04,2026-02-16,6
969,P014,B-1-04,2026-02-16,3
970,P014,B-1-04,2026-02-16,5
971,P014,B-1-04,2026-02-16,8
972,P014,B-1-04,2026-02-16,1
973,P014,B-1-04,2026-02-16,5
974,P015,B-1-05,2026-02-16,9
975,P015,B-1-05,2026-02-16,7
976,P015,B-1-05,2026-02-16,6
977,P016,B-2-01,2026-02-16,1
978,P016,B-2-01,2026-02-16,4
979,P016,B-2-01,2026-02-16,2
980,P018,B-2-03,2026-02-16,7
981,P020,B-2-05,2026-02-16,3
982,P020,B-2-05,2026-02-16,4
983,P020,B-2-05,2026-02-16,9
984,P004,A-1-04,2026-02-17,4
985,P005,A-1-05,2026-02-17,2
986,P005,A-1-05,2026-02-17,3
987,P005,A-1-05,2026-02-17,1
988,P005,A-1-05,2026-02-17,6
989,P007,A-2-02,2026-02-17,8
990,P008,A-2-03,2026-02-17,5
991,P009,A-2-04,2026-02-17,4
992,P009,A-2-04,2026-02-17,1
993,P009,A-2-04,2026-02-17,9
994,P009,A-2-04,2026-02-17,8
995,P009,A-2-04,2026-02-17,8
996,P009,A-2-04,2026-02-17,6
997,P009,A-2-04,2026-02-17,7
998,P009,A-2-04,2026-02-17,6
999,P009,A-2-04,2026-02-17,9
1000,P009,A-2-04,2026-02-17,3
1001,P010,A-2-05,2026-02-17,9
1002,P010,A-2-05,2026-02-17,3
1003,P010,A-2-05,2026-02-17,4
1004,P010,A-2-05,2026-02-17,8
1005,P010,A-2-05,2026-02-17,6
1006,P010,A-2-05,2026-02-17,5
1007,P010,A-2-05,2026-02-17,4
1008,P014,B-1-04,2026-02-17,4
1009,P014,B-1-04,2026-02-17,4
1010,P014,B-1-04,2026-02-17,8
1011,P014,B-1-04,2026-02-17,2
1012,P014,B-1-04,2026-02-17,9
1013,P015,B-1-05,2026-02-17,8
1014,P016,B-2-01,2026-02-17,1
1015,P018,B-2-03,2026-02-17,2
1016,P019,B-2-04,2026-02-17,5
1017,P019,B-2-04,2026-02-17,3
1018,P020,B-2-05,2026-02-17,3
1019,P020,B-2-05,2026-02-17,1
1020,P020,B-2-05,2026-02-17,2
1021,P001,A-1-01,2026-02-18,8
1022,P001,A-1-01,2026-02-18,6
1023,P002,A-1-02,2026-02-18,9
1024,P003,A-1-03,2026-02-18,6
1025,P005,A-1-05,2026-02-18,4
1026,P005,A-1-05,2026-02-18,7
1027,P008,A-2-03,2026-02-18,2
1028,P008,A-2-03,2026-02-18,8
1029,P009,A-2-04,2026-02-18,1
1030,P009,A-2-04,2026-02-18,8
1031,P009,A-2-04,2026-02-18,7
1032,P009,A-2-04,2026-02-18,6
1033,P009,A-2-04,2026-02-18,6
1034,P009,A-2-04,2026-02-18,6
1035,P009,A-2-04,2026-02-18,9
1036,P009,A-2-04,2026-02-18,2
1037,P009,A-2-04,2026-02-18,1
1038,P009,A-2-04,2026-02-18,6
1039,P009,A-2-04,2026-02-18,8
1040,P010,A-2-05,2026-02-18,9
1041,P012,B-1-02,2026-02-18,3
1042,P013,B-1-03,2026-02-18,6
1043,P013,B-1-03,2026-02-18,1
1044,P014,B-1-04,2026-02-18,4
1045,P016,B-2-01,2026-02-18,6
1046,P016,B-2-01,2026-02-18,9
1047,P016,B-2-01,2026-02-18,9
1048,P017,B-2-02,2026-02-18,1
1049,P020,B-2-05,2026-02-18,1
1050,P020,B-2-05,2026-02-18,8
1051,P020,B-2-05,2026-02-18,3
1052,P020,B-2-05,2026-02-18,8
1053,P020,B-2-05,2026-02-18,8
1054,P020,B-2-05,2026-02-18,5
1055,P002,A-1-02,2026-02-19,7
1056,P003,A-1-03,2026-02-19,7
1057,P003,A-1-03,2026-02-19,1
1058,P003,A-1-03,2026-02-19,4
1059,P007,A-2-02,2026-02-19,3
1060,P008,A-2-03,2026-02-19,3
1061,P008,A-2-03,2026-02-19,9
1062,P008,A-2-03,2026-02-19,7
1063,P009,A-2-04,2026-02-19,2
1064,P009,A-2-04,2026-02-19,3
1065,P009,A-2-04,2026-02-19,2
1066,P009,A-2-04,2026-02-19,3
1067,P009,A-2-04,2026-02-19,6
1068,P009,A-2-04,2026-02-19,9
1069,P009,A-2-04,2026-02-19,9
1070,P009,A-2-04,2026-02-19,7
1071,P009,A-2-04,2026-02-19,3
1072,P010,A-2-05,2026-02-19,2
1073,P011,B-1-01,2026-02-19,9
1074,P011,B-1-01,2026-02-19,3
1075,P011,B-1-01,2026-02-19,1
1076,P013,B-1-03,2026-02-19,9
1077,P013,B-1-03,2026-02-19,7
1078,P013,B-1-03,2026-02-19,8
1079,P014,B-1-04,2026-02-19,2
1080,P014,B-1-04,2026-02-19,3
1081,P014,B-1-04,2026-02-19,3
1082,P014,B-1-04,2026-02-19,9
1083,P014,B-1-04,2026-02-19,7
1084,P014,B-1-04,2026-02-19,8
1085,P014,B-1-04,2026-02-19,9
1086,P014,B-1-04,2026-02-19,6
1087,P015,B-1-05,2026-02-19,5
1088,P015,B-1-05,2026-02-19,7
1089,P015,B-1-05,2026-02-19,4
1090,P017,B-2-02,2026-02-19,3
1091,P019,B-2-04,2026-02-19,1
1092,P019,B-2-04,2026-02-19,1
1093,P020,B-2-05,2026-02-19,5
1094,P020,B-2-05,2026-02-19,8
1095,P020,B-2-05,2026-02-19,8
1096,P020,B-2-05,2026-02-19,3
1097,P020,B-2-05,2026-02-19,4
1098,P020,B-2-05,2026-02-19,6
1099,P020,B-2-05,2026-02-19,3
1100,P002,A-1-02,2026-02-20,5
1101,P003,A-1-03,2026-02-20,3
1102,P003,A-1-03,2026-02-20,7
1103,P005,A-1-05,2026-02-20,4
1104,P005,A-1-05,2026-02-20,1
1105,P008,A-2-03,2026-02-20,1
1106,P009,A-2-04,2026-02-20,5
1107,P009,A-2-04,2026-02-20,7
1108,P009,A-2-04,2026-02-20,3
1109,P009,A-2-04,2026-02-20,3
1110,P009,A-2-04,2026-02-20,2
1111,P009,A-2-04,2026-02-20,3
1112,P009,A-2-04,2026-02-20,1
1113,P009,A-2-04,2026-02-20,5
1114,P009,A-2-04,2026-02-20,5
1115,P009,A-2-04,2026-02-20,7
1116,P010,A-2-05,2026-02-20,8
1117,P011,B-1-01,2026-02-20,2
1118,P012,B-1-02,2026-02-20,1
1119,P013,B-1-03,2026-02-20,8
1120,P013,B-1-03,2026-02-20,3
1121,P014,B-1-04,2026-02-20,1
1122,P014,B-1-04,2026-02-20,5
1123,P015,B-1-05,2026-02-20,5
1124,P016,B-2-01,2026-02-20,6
1125,P016,B-2-01,2026-02-20,5
1126,P017,B-2-02,2026-02-20,5
1127,P018,B-2-03,2026-02-20,6
1128,P020,B-2-05,2026-02-20,8
1129,P020,B-2-05,2026-02-20,7
1130,P020,B-2-05,2026-02-20,9
1131,P020,B-2-05,2026-02-20,3
1132,P020,B-2-05,2026-02-20,2
1133,P020,B-2-05,2026-02-20,1
1134,P020,B-2-05,2026-02-20,3
1135,P001,A-1-01,2026-02-21,4
1136,P001,A-1-01,2026-02-21,7
1137,P002,A-1-02,2026-02-21,9
1138,P005,A-1-05,2026-02-21,8
1139,P007,A-2-02,2026-02-21,7
1140,P007,A-2-02,2026-02-21,2
1141,P008,A-2-03,2026-02-21,5
1142,P008,A-2-03,2026-02-21,2
1143,P008,A-2-03,2026-02-21,9
1144,P008,A-2-03,2026-02-21,8
1145,P009,A-2-04,2026-02-21,3
1146,P009,A-2-04,2026-02-21,3
1147,P009,A-2-04,2026-02-21,2
1148,P009,A-2-04,2026-02-21,8
1149,P009,A-2-04,2026-02-21,1
1150,P009,A-2-04,2026-02-21,8
1151,P009,A-2-04,2026-02-21,7
1152,P009,A-2-04,2026-02-21,7
1153,P009,A-2-04,2026-02-21,3
1154,P009,A-2-04,2026-02-21,1
1155,P009,A-2-04,2026-02-21,4
1156,P009,A-2-04,2026-02-21,9
1157,P010,A-2-05,2026-02-21,8
1158,P011,B-1-01,2026-02-21,7
1159,P011,B-1-01,2026-02-21,9
1160,P011,B-1-01,2026-02-21,2
1161,P011,B-1-01,2026-02-21,4
1162,P011,B-1-01,2026-02-21,6
1163,P013,B-1-03,2026-02-21,3
1164,P013,B-1-03,2026-02-21,6
1165,P013,B-1-03,2026-02-21,2
1166,P013,B-1-03,2026-02-21,8
1167,P014,B-1-04,2026-02-21,8
1168,P014,B-1-04,2026-02-21,2
1169,P014,B-1-04,2026-02-21,7
1170,P014,B-1-04,2026-02-21,3
1171,P015,B-1-05,2026-02-21,5
1172,P015,B-1-05,2026-02-21,7
1173,P015,B-1-05,2026-02-21,1
1174,P015,B-1-05,2026-02-21,1
1175,P016,B-2-01,2026-02-21,6
1176,P016,B-2-01,2026-02-21,1
1177,P016,B-2-01,2026-02-21,7
1178,P016,B-2-01,2026-02-21,7
1179,P017,B-2-02,2026-02-21,4
1180,P018,B-2-03,2026-02-21,2
1181,P020,B-2-05,2026-02-21,7
1182,P020,B-2-05,2026-02-21,2
1183,P020,B-2-05,2026-02-21,2
1184,P020,B-2-05,2026-02-21,8
1185,P020,B-2-05,2026-02-21,2
1186,P020,B-2-05,2026-02-21,9
1187,P020,B-2-05,2026-02-21,1
1188,P003,A-1-03,2026-02-22,6
1189,P006,A-2-01,2026-02-22,5
1190,P007,A-2-02,2026-02-22,9
1191,P008,A-2-03,2026-02-22,2
1192,P009,A-2-04,2026-02-22,3
1193,P009,A-2-04,2026-02-22,3
1194,P009,A-2-04,2026-02-22,1
1195,P009,A-2-04,2026-02-22,6
1196,P009,A-2-04,2026-02-22,8
1197,P009,A-2-04,2026-02-22,3
1198,P009,A-2-04,2026-02-22,5
1199,P009,A-2-04,2026-02-22,1
1200,P010,A-2-05,2026-02-22,9
1201,P010,A-2-05,2026-02-22,8
1202,P011,B-1-01,2026-02-22,5
1203,P012,B-1-02,2026-02-22,1
1204,P012,B-1-02,2026-02-22,4
1205,P012,B-1-02,2026-02-22,9
1206,P013,B-1-03,2026-02-22,3
1207,P014,B-1-04,2026-02-22,2
1208,P014,B-1-04,2026-02-22,3
1209,P014,B-1-04,2026-02-22,9
1210,P014,B-1-04,2026-02-22,7
1211,P014,B-1-04,2026-02-22,9
1212,P014,B-1-04,2026-02-22,2
1213,P015,B-1-05,2026-02-22,6
1214,P015,B-1-05,2026-02-22,6
1215,P015,B-1-05,2026-02-22,8
1216,P016,B-2-01,2026-02-22,9
1217,P016,B-2-01,2026-02-22,8
1218,P016,B-2-01,2026-02-22,8
1219,P018,B-2-03,2026-02-22,5
1220,P019,B-2-04,2026-02-22,1
1221,P020,B-2-05,2026-02-22,6
1222,P020,B-2-05,2026-02-22,6
1223,P020,B-2-05,2026-02-22,5
1224,P002,A-1-02,2026-02-23,5
1225,P003,A-1-03,2026-02-23,3
1226,P003,A-1-03,2026-02-23,6
1227,P003,A-1-03,2026-02-23,1
1228,P003,A-1-03,2026-02-23,6
1229,P005,A-1-05,2026-02-23,6
1230,P005,A-1-05,2026-02-23,1
1231,P007,A-2-02,2026-02-23,6
1232,P007,A-2-02,2026-02-23,5
1233,P009,A-2-04,2026-02-23,5
1234,P009,A-2-04,2026-02-23,6
1235,P009,A-2-04,2026-02-23,7
1236,P009,A-2-04,2026-02-23,5
1237,P009,A-2-04,2026-02-23,9
1238,P009,A-2-04,2026-02-23,1
1239,P009,A-2-04,2026-02-23,7
1240,P009,A-2-04,2026-02-23,7
1241,P009,A-2-04,2026-02-23,4
1242,P010,A-2-05,2026-02-23,4
1243,P010,A-2-05,2026-02-23,3
1244,P010,A-2-05,2026-02-23,9
1245,P010,A-2-05,2026-02-23,8
1246,P011,B-1-01,2026-02-23,6
1247,P011,B-1-01,2026-02-23,4
1248,P012,B-1-02,2026-02-23,7
1249,P012,B-1-02,2026-02-23,4
1250,P012,B-1-02,2026-02-23,8
1251,P013,B-1-03,2026-02-23,9
1252,P013,B-1-03,2026-02-23,1
1253,P013,B-1-03,2026-02-23,7
1254,P013,B-1-03,2026-02-23,9
1255,P013,B-1-03,2026-02-23,9
1256,P014,B-1-04,2026-02-23,1
1257,P014,B-1-04,2026-02-23,4
1258,P014,B-1-04,2026-02-23,6
1259,P014,B-1-04,2026-02-23,8
1260,P014,B-1-04,2026-02-23,6
1261,P014,B-1-04,2026-02-23,9
1262,P014,B-1-04,2026-02-23,9
1263,P015,B-1-05,2026-02-23,8
1264,P015,B-1-05,2026-02-23,6
1265,P015,B-1-05,2026-02-23,1
1266,P015,B-1-05,2026-02-23,2
1267,P016,B-2-01,2026-02-23,5
1268,P016,B-2-01,2026-02-23,5
1269,P018,B-2-03,2026-02-23,3
1270,P018,B-2-03,2026-02-23,6
1271,P018,B-2-03,2026-02-23,8
1272,P020,B-2-05,2026-02-23,4
1273,P020,B-2-05,2026-02-23,3
1274,P020,B-2-05,2026-02-23,8
1275,P020,B-2-05,2026-02-23,9
1276,P020,B-2-05,2026-02-23,5
1277,P020,B-2-05,2026-02-23,9
1278,P001,A-1-01,2026-02-24,6
1279,P002,A-1-02,2026-02-24,3
1280,P002,A-1-02,2026-02-24,2
1281,P003,A-1-03,2026-02-24,8
1282,P003,A-1-03,2026-02-24,4
1283,P003,A-1-03,2026-02-24,1
1284,P003,A-1-03,2026-02-24,7
1285,P004,A-1-04,2026-02-24,6
1286,P004,A-1-04,2026-02-24,9
1287,P005,A-1-05,2026-02-24,5
1288,P005,A-1-05,2026-02-24,8
1289,P006,A-2-01,2026-02-24,7
1290,P007,A-2-02,2026-02-24,5
1291,P008,A-2-03,2026-02-24,4
1292,P009,A-2-04,2026-02-24,2
1293,P009,A-2-04,2026-02-24,3
1294,P009,A-2-04,2026-02-24,1
1295,P009,A-2-04,2026-02-24,9
1296,P009,A-2-04,2026-02-24,7
1297,P009,A-2-04,2026-02-24,1
1298,P009,A-2-04,2026-02-24,3
1299,P009,A-2-04,2026-02-24,4
1300,P013,B-1-03,2026-02-24,1
1301,P014,B-1-04,2026-02-24,4
1302,P014,B-1-04,2026-02-24,4
1303,P014,B-1-04,2026-02-24,7
1304,P014,B-1-04,2026-02-24,9
1305,P014,B-1-04,2026-02-24,9
1306,P015,B-1-05,2026-02-24,8
1307,P015,B-1-05,2026-02-24,9
1308,P016,B-2-01,2026-02-24,3
1309,P016,B-2-01,2026-02-24,3
1310,P016,B-2-01,2026-02-24,7
1311,P016,B-2-01,2026-02-24,7
1312,P017,B-2-02,2026-02-24,4
1313,P017,B-2-02,2026-02-24,7
1314,P018,B-2-03,2026-02-24,4
1315,P020,B-2-05,2026-02-24,9
1316,P020,B-2-05,2026-02-24,4
1317,P020,B-2-05,2026-02-24,3
1318,P001,A-1-01,2026-02-25,8
1319,P002,A-1-02,2026-02-25,4
1320,P003,A-1-03,2026-02-25,9
1321,P003,A-1-03,2026-02-25,1
1322,P003,A-1-03,2026-02-25,7
1323,P006,A-2-01,2026-02-25,5
1324,P007,A-2-02,2026-02-25,9
1325,P009,A-2-04,2026-02-25,8
1326,P009,A-2-04,2026-02-25,7
1327,P009,A-2-04,2026-02-25,7
1328,P009,A-2-04,2026-02-25,6
1329,P009,A-2-04,2026-02-25,5
1330,P009,A-2-04,2026-02-25,4
1331,P009,A-2-04,2026-02-25,3
1332,P009,A-2-04,2026-02-25,3
1333,P009,A-2-04,2026-02-25,6
1334,P010,A-2-05,2026-02-25,9
1335,P010,A-2-05,2026-02-25,5
1336,P010,A-2-05,2026-02-25,7
1337,P011,B-1-01,2026-02-25,3
1338,P011,B-1-01,2026-02-25,9
1339,P011,B-1-01,2026-02-25,6
1340,P012,B-1-02,2026-02-25,6
1341,P013,B-1-03,2026-02-25,2
1342,P013,B-1-03,2026-02-25,9
1343,P013,B-1-03,2026-02-25,1
1344,P014,B-1-04,2026-02-25,4
1345,P014,B-1-04,2026-02-25,9
1346,P014,B-1-04,2026-02-25,5
1347,P015,B-1-05,2026-02-25,1
1348,P015,B-1-05,2026-02-25,9
1349,P015,B-1-05,2026-02-25,8
1350,P016,B-2-01,2026-02-25,7
1351,P018,B-2-03,2026-02-25,9
1352,P018,B-2-03,2026-02-25,9
1353,P018,B-2-03,2026-02-25,6
1354,P018,B-2-03,2026-02-25,6
1355,P019,B-2-04,2026-02-25,1
1356,P020,B-2-05,2026-02-25,4
1357,P020,B-2-05,2026-02-25,2
1358,P020,B-2-05,2026-02-25,1
1359,P020,B-2-05,2026-02-25,3
1360,P020,B-2-05,2026-02-25,4
1361,P020,B-2-05,2026-02-25,3
1362,P020,B-2-05,2026-02-25,8
1363,P001,A-1-01,2026-02-26,8
1364,P001,A-1-01,2026-02-26,3
1365,P001,A-1-01,2026-02-26,6
1366,P002,A-1-02,2026-02-26,1
1367,P002,A-1-02,2026-02-26,5
1368,P003,A-1-03,2026-02-26,3
1369,P003,A-1-03,2026-02-26,3
1370,P006,A-2-01,2026-02-26,4
1371,P007,A-2-02,2026-02-26,6
1372,P008,A-2-03,2026-02-26,8
1373,P008,A-2-03,2026-02-26,7
1374,P009,A-2-04,2026-02-26,3
1375,P009,A-2-04,2026-02-26,3
1376,P009,A-2-04,2026-02-26,2
